0,1,labels,cen_x,cen_y
2.390316085676422,0.9244338894760151,3,1.4323445469968357,1.1910485389082797
-1.8391283712195339,-0.22886902643207674,2,-1.9233421128540507,-0.6789679521622611
1.6504166058453922,-0.25099947737247097,1,2.612047629232407,-1.1565278080202182
-2.282023043372584,-1.4793298505661816,2,-1.9233421128540507,-0.6789679521622611
-0.5114911315047662,-0.1901599505284469,2,-1.9233421128540507,-0.6789679521622611
1.1869892982177968,0.929389410433833,3,1.4323445469968357,1.1910485389082797
0.5670878383750082,1.8771656786848612,3,1.4323445469968357,1.1910485389082797
-2.1118021706636085,-0.5636849054449945,2,-1.9233421128540507,-0.6789679521622611
-2.342389506261627,-0.8158122224597263,2,-1.9233421128540507,-0.6789679521622611
-4.458710131220759,1.3908852195672519,2,-1.9233421128540507,-0.6789679521622611
-2.2906933196439194,-1.446017298659039,2,-1.9233421128540507,-0.6789679521622611
-2.1012968720771448,-0.5280351381384537,2,-1.9233421128540507,-0.6789679521622611
1.6182885051180316,-1.076698774934799,1,2.612047629232407,-1.1565278080202182
-0.6769634299040586,1.432666836416612,0,-0.9580128583007246,1.6255143047027685
-2.163154466623628,-0.9253004076956984,2,-1.9233421128540507,-0.6789679521622611
3.965550464611294,0.035965165782496214,1,2.612047629232407,-1.1565278080202182
-2.2327553935889535,1.041495968964552,0,-0.9580128583007246,1.6255143047027685
-0.3983472965580452,0.6267867472107725,0,-0.9580128583007246,1.6255143047027685
3.1143605353064476,1.7258283077814416,3,1.4323445469968357,1.1910485389082797
-1.9996748805127154,-0.6720719273160802,2,-1.9233421128540507,-0.6789679521622611
-0.8138317360350188,-0.3735171504598927,2,-1.9233421128540507,-0.6789679521622611
2.148579783170194,1.5930103090369931,3,1.4323445469968357,1.1910485389082797
0.8258975436409285,1.6818659537347607,3,1.4323445469968357,1.1910485389082797
1.01411373687232,0.7905775827788937,3,1.4323445469968357,1.1910485389082797
-0.48461648488630266,3.0146551955836585,0,-0.9580128583007246,1.6255143047027685
-1.668310347637766,-0.6245358674610036,2,-1.9233421128540507,-0.6789679521622611
-1.3986016820172664,1.119979467929047,0,-0.9580128583007246,1.6255143047027685
1.3333862841378659,0.6700130713237746,3,1.4323445469968357,1.1910485389082797
-1.513635978736826,-1.579614513849439,2,-1.9233421128540507,-0.6789679521622611
3.7693853876643826,-0.9015537986530943,1,2.612047629232407,-1.1565278080202182
-1.824815421682418,-1.6502627927517435,2,-1.9233421128540507,-0.6789679521622611
-0.032706196413047,-1.3820508111284668,2,-1.9233421128540507,-0.6789679521622611
-0.6938489930082677,0.32446763023291436,0,-0.9580128583007246,1.6255143047027685
-0.16559962058598268,3.29547965732247,0,-0.9580128583007246,1.6255143047027685
1.4886767453665044,-0.16206295324133885,3,1.4323445469968357,1.1910485389082797
-1.8424545276616253,0.41576701162709856,2,-1.9233421128540507,-0.6789679521622611
2.2187695929084033,1.174393078128151,3,1.4323445469968357,1.1910485389082797
-2.33252604218545,-0.381096620584964,2,-1.9233421128540507,-0.6789679521622611
-1.2836395261487046,-0.5942208739569105,2,-1.9233421128540507,-0.6789679521622611
2.2135230035224414,0.19958380937898526,3,1.4323445469968357,1.1910485389082797
1.9990400704473765,0.37734255497100033,3,1.4323445469968357,1.1910485389082797
-2.7077394510927015,-0.8110618660121461,2,-1.9233421128540507,-0.6789679521622611
-1.596467537048043,0.13592160110306212,2,-1.9233421128540507,-0.6789679521622611
-0.015950365802752695,-1.485779127106426,2,-1.9233421128540507,-0.6789679521622611
-2.471430178695545,-0.7265903953654151,2,-1.9233421128540507,-0.6789679521622611
1.729926574933163,-2.1134972206464724,1,2.612047629232407,-1.1565278080202182
-1.9466688030414427,-0.2729300546969798,2,-1.9233421128540507,-0.6789679521622611
-2.577332435028472,-0.5225837236343914,2,-1.9233421128540507,-0.6789679521622611
-2.1194801811856947,0.5486345032093304,2,-1.9233421128540507,-0.6789679521622611
0.7056715211550227,3.973374040378532,3,1.4323445469968357,1.1910485389082797
1.1932043502042124,-0.31854617613684827,3,1.4323445469968357,1.1910485389082797
3.7309756919869943,-0.15162553803053289,1,2.612047629232407,-1.1565278080202182
-2.2601609380920378,-0.8013718034635584,2,-1.9233421128540507,-0.6789679521622611
3.6044287642026838,-2.3612211521959834,1,2.612047629232407,-1.1565278080202182
0.19986582369217093,1.5835301762179022,0,-0.9580128583007246,1.6255143047027685
4.632866567250358,-0.7960368814352192,1,2.612047629232407,-1.1565278080202182
2.3346654438381247,-0.9240441421693386,1,2.612047629232407,-1.1565278080202182
-1.9975029946817877,-2.3803998773512833,2,-1.9233421128540507,-0.6789679521622611
-1.94342210045823,-1.0545275188462115,2,-1.9233421128540507,-0.6789679521622611
0.1943255168619855,1.0536658439180226,3,1.4323445469968357,1.1910485389082797
3.3180170746859208,-2.0088841909028408,1,2.612047629232407,-1.1565278080202182
0.5975959461463294,1.2455598842579654,3,1.4323445469968357,1.1910485389082797
1.1756684364626746,2.263051827791535,3,1.4323445469968357,1.1910485389082797
1.2217977986914292,0.9020917927699703,3,1.4323445469968357,1.1910485389082797
1.4972143386531813,-0.27332123066868363,1,2.612047629232407,-1.1565278080202182
-2.1965223344501053,-1.2300358144395056,2,-1.9233421128540507,-0.6789679521622611
-2.550163646986116,-0.5601363715548849,2,-1.9233421128540507,-0.6789679521622611
